node_id,test_id,pack_id,ra_id,ecl,selected_by,threshold,hfn1,sfn1,sf1,hfn2,sfn2,sf2,subcarrier_ind_nsc,pusch_start_subframe,modulation_coding_scheme_tbs,repetition_number,subcarrier_space,modulation_coding_scheme_imcs,modulation_coding_scheme_itbs,modulation_coding_scheme_qm,subcarrier_ind_isc,subcarrier_ind_len,resource_unit_number,result,expected_rapid
D09,22107,10,1,1,2,"[64476, 64376]",877,454,4,877,458,8,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),46
D09,22107,12,1,2,2,"[64476, 64376]",894,780,8,894,798,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),38
D09,22107,16,1,1,2,"[64476, 64376]",932,646,4,932,650,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),37
D09,22107,18,1,1,2,"[64476, 64376]",951,838,4,951,842,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),47
D09,22107,20,1,1,2,"[64476, 64376]",969,774,4,969,778,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),36
D09,22108,2,1,1,2,"[64476, 64376]",50,198,4,50,202,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),42
D09,22108,6,1,1,2,"[64476, 64376]",87,838,4,87,842,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),43
D09,22108,10,1,1,2,"[64476, 64376]",116,518,4,116,522,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),40
D09,22108,12,1,1,2,"[64476, 64376]",133,454,4,133,458,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),37
D09,22108,14,1,2,2,"[64476, 64376]",150,524,8,150,542,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),40
D09,22108,16,1,2,2,"[64476, 64376]",170,204,8,170,222,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),41
D09,22108,18,1,2,2,"[64476, 64376]",191,12,8,191,30,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),40
D09,22109,2,1,2,2,"[64476, 64376]",294,524,8,294,542,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),38
D09,22109,4,1,2,2,"[64476, 64376]",313,396,8,313,414,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),47
D09,22109,6,1,2,2,"[64476, 64376]",333,332,8,333,350,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),44
D09,22109,8,1,2,2,"[64476, 64376]",351,780,8,351,798,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),41
D09,22109,8,2,2,2,"[64476, 64376]",353,972,8,353,990,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),46
D09,22109,10,1,2,2,"[64476, 64376]",369,908,8,369,926,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),45
D09,22109,12,1,2,2,"[64476, 64376]",390,396,8,390,414,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),41
D09,22109,16,1,2,2,"[64476, 64376]",422,524,8,422,542,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),41
D09,22109,18,1,2,2,"[64476, 64376]",440,780,8,440,798,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),43
D09,22109,20,1,2,2,"[64476, 64376]",458,396,8,458,414,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),37
D09,22110,6,1,2,2,"[64476, 64376]",650,204,8,650,222,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),36
D09,22110,10,1,2,2,"[64476, 64376]",687,12,8,687,30,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),37
D09,22110,12,1,2,2,"[64476, 64376]",705,204,8,705,222,7,64,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,6,1,3,0(LL1_STORE_RAR_SUCCESS),39
D09,22110,14,1,2,2,"[64476, 64376]",724,844,8,724,862,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),47
D09,22110,16,1,2,2,"[64476, 64376]",741,844,8,741,862,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),41
D09,22110,18,1,2,2,"[64476, 64376]",762,460,8,762,478,7,16,12,88,32,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),40
D09,22110,20,1,2,2,"[64476, 64376]",10,524,8,10,542,7,16,12,88,8,1(SUBCARRIER_SPACE_15_KHZ),0,0,1,4,1,4,0(LL1_STORE_RAR_SUCCESS),37
D09,22111,2,1,2,2,"[64476, 64376]",865,332,8,865,350,7,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),38
D09,22111,4,1,1,2,"[64476, 64376]",883,326,4,883,330,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),41
D09,22111,6,1,1,2,"[64476, 64376]",901,262,4,901,266,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),42
D09,22111,8,1,1,2,"[64476, 64376]",917,390,4,917,394,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),43
D09,22111,10,1,1,2,"[64476, 64376]",937,262,4,937,266,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),44
D09,22111,12,1,1,2,"[64476, 64376]",953,326,4,953,330,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),45
D09,22111,14,1,1,2,"[64476, 64376]",973,262,4,973,266,8,64,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,6,1,3,0(LL1_STORE_RAR_SUCCESS),36
D09,22111,16,1,1,2,"[64476, 64376]",992,838,4,992,842,8,64,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,6,1,3,0(LL1_STORE_RAR_SUCCESS),42
D09,22111,18,1,1,2,"[64476, 64376]",1010,838,4,1010,842,8,128,12,88,4,1(SUBCARRIER_SPACE_15_KHZ),1,0,2,7,1,3,0(LL1_STORE_RAR_SUCCESS),42
